"Lot: Source: Account Name","Lot: Food Rescue Program","Distribution Record: Amount","Pantry Product: Weight (in pounds)","Distribution Record: Cost","Distribution Record: Product Inventory Record ID 18","Product Package ID 18","Distribution Record: Created Date","Distribution Record: Last Modified Date","Product Package: Product Package Name","Pantry Product: Product"
"Greater Boston Food Bank","Weekly Account","2.00","27.00","0.00","a0tVO00000ZngWnYAJ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Applesauce 96/4.5oz"
"Greater Boston Food Bank","Weekly Account","1.00","25.00","0.00","a0tVO00000ZntyTYAR","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Beets Red 25lb"
"Greater Boston Food Bank","Weekly Account","1.00","20.00","0.00","a0tVO00000ZneUpYAJ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Broccoli Crowns 20lb"
"Greater Boston Food Bank","Weekly Account","1.00","48.00","0.00","a0tVO00000ZnjKsYAJ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Carrots 24/2lb"
"Greater Boston Food Bank","Weekly Account","1.00","25.00","0.00","a0tVO00000Znu89YAB","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Cauliflower Naked 9ct"
"Boston Area Gleaners CSA","","1.00","65.00","0.00","a0tVO00000ZnvozYAB","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Celery 30ct 65lb"
"Greater Boston Food Bank","Weekly Account","2.00","12.00","0.00","a0tVO00000ZnurKYAR","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Cereal Rice Crispy 10/17.63oz"
"Greater Boston Food Bank","Weekly Account","1.00","36.00","0.00","a0tVO00000ZnvyfYAB","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Chayote 48ct"
"Greater Boston Food Bank","Weekly Account","4.00","","0.00","a0tVO00000Znw57YAB","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Chicken Chunk Breast 36/10oz"
"Greater Boston Food Bank","Weekly Account","2.00","22.00","0.00","a0tVO00000Znw6jYAB","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Eggs Medium 15/1 dozen"
"Greater Boston Food Bank","Weekly Account","1.00","40.00","0.00","a0tVO00000ZngoQYAR","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Fish, Fillets 20/2lbs"
"Greater Boston Food Bank","Weekly Account","1.00","35.00","0.00","a0tVO00000ZnwDBYAZ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Lemon 75ct"
"State Garden","","2.00","3.75","0.00","a0tVO00000ZnnJaYAJ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Lettuce 12/5oz"
"Greater Boston Food Bank","Weekly Account","2.00","10.00","0.00","a0tVO00000ZnnN9YAJ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Limes 36ct"
"Greater Boston Food Bank","Weekly Account","2.00","40.00","0.00","a0tVO00000ZnNCiYAN","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Masa Flour 10/4lb"
"Greater Boston Food Bank","Weekly Account","3.00","24.00","0.00","a0tVO00000ZnmQnYAJ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Milk 2% Lactose Free 12/32oz"
"Greater Boston Food Bank","Weekly Account","3.00","24.00","0.00","a0tVO00000ZnfaYYAR","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Milk Shelf Stable 1% 12/32oz"
"Greater Boston Food Bank","Weekly Account","2.00","40.00","0.00","a0tVO00000ZnwY9YAJ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Oranges Navel"
"Greater Boston Food Bank","Whole Pallet Orders","3.00","12.00","0.00","a0tVO00000ZnwbNYAR","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Pasta Lasagna 12/1lb"
"Greater Boston Food Bank","Weekly Account","5.00","11.00","0.00","a0tVO00000ZnwhpYAB","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Pepper Red Sweet 11lb"
"Greater Boston Food Bank","Weekly Account","1.00","40.00","0.00","a0tVO00000ZnwmfYAB","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Plantains"
"Greater Boston Food Bank","Weekly Account","1.00","16.00","0.00","a0tVO00000Znwt7YAB","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Pork Tenderloins Boneless 8/1.8lb"
"Greater Boston Food Bank","Weekly Account","1.00","24.00","0.00","a0tVO00000ZnizEYAR","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Rice Basmati 24/1lb"
"Greater Boston Food Bank","Weekly Account","2.00","12.00","0.00","a0tVO00000Znx2nYAB","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Rice Jasmine 12/1lb"
"Greater Boston Food Bank","Weekly Account","2.00","7.00","0.00","a0tVO00000Znx61YAB","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Soup Black Bean 6/16oz"
"Greater Boston Food Bank","Weekly Account","2.00","7.00","0.00","a0tVO00000ZnxIvYAJ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Soup Broccoli Cheddar 6/16oz"
"Greater Boston Food Bank","Weekly Account","2.00","7.00","0.00","a0tVO00000ZnxM9YAJ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Soup Chicken 6/16oz"
"Greater Boston Food Bank","Weekly Account","2.00","40.00","0.00","a0tVO00000ZnxVpYAJ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Squash Zucchini"
"Greater Boston Food Bank","Weekly Account","2.00","41.00","0.00","a0tVO00000ZnuGIYAZ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Sugar 10/4lb"
"Greater Boston Food Bank","Weekly Account","2.00","15.00","0.00","a0tVO00000Znw9zYAB","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Tuna Chunk Light Can 48/5oz"
"Greater Boston Food Bank","Weekly Account","5.00","5.00","0.00","a0tVO00000ZnqnsYAB","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Yogurt Strawberry 12/5.3oz"
"Greater Boston Food Bank","Weekly Account","1.00","40.00","0.00","a0tVO00000ZnlCyYAJ","a1dVO000003C8mTYAS","7/17/2025","7/17/2025","Bulk BHCC 2025-07-07","Yucca Root 40lb"
"Greater Boston Food Bank","Weekly Account","1.00","36.00","0.00","a0tVO00000a61JKYAY","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Apple 12/3lb"
"Greater Boston Food Bank","Weekly Account","2.00","24.00","0.00","a0tVO00000a5c6SYAQ","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Beans Black Dry 24/1lb"
"Greater Boston Food Bank","Weekly Account","2.00","24.00","0.00","a0tVO00000a62TpYAI","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Beans Pinto Dry 24/1lb"
"Greater Boston Food Bank","Weekly Account","2.00","12.00","0.00","a0tVO00000a62YfYAI","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Cereal Bran Flakes 10/17.63oz"
"Greater Boston Food Bank","Weekly Account","2.00","10.00","0.00","a0tVO00000a62btYAA","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Cheese American 12/12oz"
"Greater Boston Food Bank","Weekly Account","2.00","","0.00","a0tVO00000a62f7YAA","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Chicken Chunk Breast 36/10oz"
"Greater Boston Food Bank","Weekly Account","2.00","12.00","0.00","a0tVO00000a62iLYAQ","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Corn 12/1lb"
"Greater Boston Food Bank","Weekly Account","1.00","15.00","0.00","a0tVO00000a62nBYAQ","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Cucumbers European Wrapped 12ct"
"Greater Boston Food Bank","Weekly Account","3.00","22.00","0.00","a0tVO00000a62vFYAQ","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Eggs Medium 15/1 dozen"
"Greater Boston Food Bank","Weekly Account","3.00","17.25","0.00","a0tVO00000a636XYAQ","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Juice Orange 24/11.5oz"
"Greater Boston Food Bank","Weekly Account","1.00","35.00","0.00","a0tVO00000a63BNYAY","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Lemon 75ct"
"Boston Area Gleaners CSA","","1.00","14.00","0.00","a0tVO00000a634zYAA","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Lettuce Romaine 12/3"
"Greater Boston Food Bank","Weekly Account","3.00","13.00","0.00","a0tVO00000a5zCdYAI","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Macaroni and Cheese 24/7.25oz"
"Greater Boston Food Bank","Weekly Account","2.00","10.00","0.00","a0tVO00000a61EQYAY","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Mangoes Red"
"Greater Boston Food Bank","Weekly Account","3.00","10.00","0.00","a0tVO00000a65TJYAY","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Mangoes Red"
"Greater Boston Food Bank","Weekly Account","2.00","40.00","0.00","a0tVO00000a5oKQYAY","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Masa Flour 10/4lb"
"Greater Boston Food Bank","Weekly Account","3.00","6.00","0.00","a0tVO00000a65hpYAA","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Meal Caprese Chicken 6/12oz"
"Greater Boston Food Bank","Weekly Account","3.00","6.00","0.00","a0tVO00000a5eEjYAI","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Meal Chicken Broccoli 6/12oz"
"Greater Boston Food Bank","Weekly Account","2.00","24.00","0.00","a0tVO00000a65hqYAA","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Milk Almond Unsweetened 12/32oz"
"Greater Boston Food Bank","Weekly Account","4.00","24.00","0.00","a0tVO00000a65rWYAQ","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Milk Shelf Stable 1% 12/32oz"
"Greater Boston Food Bank","Weekly Account","3.00","20.00","0.00","a0tVO00000a66KXYAY","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Pasta Spaghetti 20/1lb"
"Boston Area Gleaners CSA","","1.00","12.00","0.00","a0tVO00000a66QzYAI","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Peas and Carrots Frozen 12/1lb"
"Greater Boston Food Bank","Weekly Account","1.00","25.00","0.00","a0tVO00000a66UDYAY","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Pepper Green 25lb"
"Greater Boston Food Bank","Weekly Account","1.00","11.00","0.00","a0tVO00000a5bn7YAA","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Pepper Red Sweet 11lb"
"Greater Boston Food Bank","Weekly Account","2.00","40.00","0.00","a0tVO00000a5wy3YAA","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Plantains"
"Greater Boston Food Bank","Weekly Account","3.00","12.00","0.00","a0tVO00000a66xFYAQ","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Rice Jasmine 12/1lb"
"Greater Boston Food Bank","Weekly Account","3.00","24.00","0.00","a0tVO00000a5XMpYAM","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Rice White 12/2lb"
"Greater Boston Food Bank","Weekly Account","2.00","27.00","0.00","a0tVO00000a65jVYAQ","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Sauce Spaghetti 24/15oz"
"Greater Boston Food Bank","Weekly Account","1.00","20.00","0.00","a0tVO00000a61w0YAA","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Scallions"
"Greater Boston Food Bank","Weekly Account","2.00","12.00","0.00","a0tVO00000a5fDxYAI","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Turkey Ground 12/1lb"
"Greater Boston Food Bank","Weekly Account","4.00","5.00","0.00","a0tVO00000a62FPYAY","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Yogurt Strawberry 12/5.3oz"
"Greater Boston Food Bank","Weekly Account","1.00","40.00","0.00","a0tVO00000a67V7YAI","a1dVO000003ErVlYAK","7/22/2025","7/22/2025","Bulk BHCC 2025-07-14","Yucca Root 40lb"
"Greater Boston Food Bank","Weekly Account","2.00","40.00","0.00","a0tVO00000aFKTCYA4","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Apples Loose 40lb"
"Greater Boston Food Bank","Weekly Account","1.00","24.00","0.00","a0tVO00000aFQGnYAO","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Beans Black Dry 24/1lb"
"Greater Boston Food Bank","Weekly Account","1.00","24.00","0.00","a0tVO00000aFF5HYAW","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Beans Black Dry 24/1lb"
"Greater Boston Food Bank","Weekly Account","2.00","24.00","0.00","a0tVO00000aFNdwYAG","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Beans Pinto Dry 24/1lb"
"Greater Boston Food Bank","Weekly Account","2.00","20.00","0.00","a0tVO00000aFKY1YAO","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Broccoli Crowns 20lb"
"Greater Boston Food Bank","Weekly Account","3.00","9.00","0.00","a0tVO00000aFQYXYA4","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Cereal Bar  14/6ct"
"Greater Boston Food Bank","Weekly Account","2.00","13.00","0.00","a0tVO00000aF3IpYAK","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Cereal Corn Flakes 10/17.63oz"
"Greater Boston Food Bank","Weekly Account","2.00","13.00","0.00","a0tVO00000aF8yHYAS","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Cereal Multigrain 10/17.63oz"
"Greater Boston Food Bank","Weekly Account","1.00","10.00","0.00","a0tVO00000aF5ynYAC","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Cheese American 12/12oz"
"Greater Boston Food Bank","Weekly Account","3.00","10.00","0.00","a0tVO00000aFR1ZYAW","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Cheese American 12/12oz"
"Greater Boston Food Bank","Weekly Account","2.00","","0.00","a0tVO00000aFRETYA4","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Chicken Chunk Breast 36/10oz"
"Greater Boston Food Bank","Weekly Account","2.00","20.00","0.00","a0tVO00000aFO77YAG","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Collard Greens 20lb"
"Greater Boston Food Bank","Weekly Account","3.00","15.00","0.00","a0tVO00000aF0iyYAC","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Cucumbers European Wrapped 12ct"
"Greater Boston Food Bank","Weekly Account","1.00","25.00","0.00","a0tVO00000aFGPZYA4","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Eggplant 25lb"
"Greater Boston Food Bank","Weekly Account","1.00","22.00","0.00","a0tVO00000aFRj7YAG","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Eggs Medium 15/1 dozen"
"Greater Boston Food Bank","Weekly Account","1.00","22.00","0.00","a0tVO00000aF5U9YAK","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Eggs Medium 15/1 dozen"
"Greater Boston Food Bank","Weekly Account","1.00","20.00","0.00","a0tVO00000aFRuPYAW","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Kale Bunched 20lb"
"Greater Boston Food Bank","Weekly Account","1.00","35.00","0.00","a0tVO00000aFS5hYAG","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Lemon 75ct"
"Boston Area Gleaners CSA","","1.00","3.75","0.00","a0tVO00000aFIUaYAO","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Lettuce 12/5oz"
"Boston Area Gleaners CSA","","1.00","14.00","0.00","a0tVO00000aEayFYAS","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Lettuce Romaine 12/3"
"Greater Boston Food Bank","Weekly Account","5.00","10.00","0.00","a0tVO00000aFSdZYAW","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Limes 36ct"
"Greater Boston Food Bank","Weekly Account","6.00","10.00","0.00","a0tVO00000aFSiPYAW","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Mangoes Red"
"Greater Boston Food Bank","Weekly Account","2.00","24.00","0.00","a0tVO00000aFOBnYAO","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Milk Almond Unsweetened 12/32oz"
"Greater Boston Food Bank","Weekly Account","4.00","24.00","0.00","a0tVO00000aFT6bYAG","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Milk Shelf Stable 1% 12/32oz"
"Greater Boston Food Bank","Weekly Account","3.00","10.50","0.00","a0tVO00000aF29fYAC","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Oatmeal 12/14oz"
"Greater Boston Food Bank","Whole Pallet Orders","6.00","20.00","0.00","a0tVO00000aFNNnYAO","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Pasta Spaghetti 20/1lb"
"Greater Boston Food Bank","Weekly Account","3.00","15.00","0.00","a0tVO00000aF74UYAS","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Peanut Butter Teddie 12/18oz"
"Boston Area Gleaners CSA","","2.00","12.00","0.00","a0tVO00000aFThhYAG","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Peas and Carrots Frozen 12/1lb"
"Greater Boston Food Bank","Weekly Account","2.00","40.00","0.00","a0tVO00000aFTubYAG","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Plantains"
"Greater Boston Food Bank","Weekly Account","2.00","16.00","0.00","a0tVO00000aFU2fYAG","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Pork Tenderloins Boneless 8/1.8lb"
"Greater Boston Food Bank","Weekly Account","1.00","50.00","0.00","a0tVO00000aF8IMYA0","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Potato Food Bank 10/5lb"
"Greater Boston Food Bank","Weekly Account","1.00","12.00","0.00","a0tVO00000aFP9SYAW","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Swiss Chard Rainbow 12lb"
"Boston Area Gleaners CSA","","2.00","11.00","0.00","a0tVO00000aF2KyYAK","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Tomatoes Cluster 11lb"
"Greater Boston Food Bank","Weekly Account","2.00","15.00","0.00","a0tVO00000aEWrTYAW","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Tuna Chunk Light Can 48/5oz"
"Greater Boston Food Bank","Weekly Account","1.00","12.00","0.00","a0tVO00000aFUaXYAW","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Turkey Ground 12/1lb"
"Boston Area Gleaners CSA","","1.00","50.00","0.00","a0tVO00000aFIJPYA4","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Turnips, Hakurei"
"Greater Boston Food Bank","Weekly Account","1.00","4.00","0.00","a0tVO00000aF2w3YAC","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Yogurt Blueberry 12/5.3oz"
"Greater Boston Food Bank","Weekly Account","4.00","4.00","0.00","a0tVO00000aFUttYAG","a1dVO000003HMtdYAG","7/24/2025","7/24/2025","Bulk BHCC 2025-07-21","Yogurt Blueberry 12/5.3oz"
"Greater Boston Food Bank","Weekly Account","1.00","27.00","0.00","a0tVO00000aefpJYAQ","a1dVO000003JMeDYAW","7/31/2025","7/31/2025","Bulk BHCC 2025-07-28","Beans Garbanzo Canned 24/15oz"
"Greater Boston Food Bank","Weekly Account","1.00","27.00","0.00","a0tVO00000aefu9YAA","a1dVO000003JMeDYAW","7/31/2025","7/31/2025","Bulk BHCC 2025-07-28","Beans Kidney Canned 24/15oz"
"Greater Boston Food Bank","Weekly Account","2.00","12.00","0.00","a0tVO00000aefvlYAA","a1dVO000003JMeDYAW","7/31/2025","7/31/2025","Bulk BHCC 2025-07-28","Cereal Bran Flakes 10/17.63oz"
"Greater Boston Food Bank","Weekly Account","1.00","22.50","0.00","a0tVO00000aeWcWYAU","a1dVO000003JMeDYAW","7/31/2025","7/31/2025","Bulk BHCC 2025-07-28","Fruit Mix in Juice Canned 24/15oz"
"Greater Boston Food Bank","Weekly Account","3.00","28.00","0.00","a0tVO00000aeTxrYAE","a1dVO000003JMeDYAW","7/31/2025","7/31/2025","Bulk BHCC 2025-07-28","Juice Apple 12/32oz"
"Greater Boston Food Bank","Weekly Account","2.00","10.00","0.00","a0tVO00000aeg8fYAA","a1dVO000003JMeDYAW","7/31/2025","7/31/2025","Bulk BHCC 2025-07-28","Mangoes Red"
"Greater Boston Food Bank","Weekly Account","2.00","24.00","0.00","a0tVO00000aegDVYAY","a1dVO000003JMeDYAW","7/31/2025","7/31/2025","Bulk BHCC 2025-07-28","Milk Almond Unsweetened 12/32oz"
"Greater Boston Food Bank","Whole Pallet Orders","2.00","20.00","0.00","a0tVO00000aegQPYAY","a1dVO000003JMeDYAW","7/31/2025","7/31/2025","Bulk BHCC 2025-07-28","Pasta Penne Rigate 20/1lb"
"Boston Area Gleaners CSA","","2.00","12.00","0.00","a0tVO00000aegYTYAY","a1dVO000003JMeDYAW","7/31/2025","7/31/2025","Bulk BHCC 2025-07-28","Peas and Carrots Frozen 12/1lb"
"Greater Boston Food Bank","Weekly Account","1.00","22.50","0.00","a0tVO00000aeSLyYAM","a1dVO000003JMeDYAW","7/31/2025","7/31/2025","Bulk BHCC 2025-07-28","Peas Canned 24/15oz"
"Greater Boston Food Bank","Weekly Account","1.00","24.00","0.00","a0tVO00000aefqzYAA","a1dVO000003JMeDYAW","7/31/2025","7/31/2025","Bulk BHCC 2025-07-28","Rice Brown 12/2lb"
"Greater Boston Food Bank","Weekly Account","1.00","36.00","0.00","a0tVO00000cq8tHYAQ","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Apple 12/3lb"
"Greater Boston Food Bank","Weekly Account","1.00","24.00","0.00","a0tVO00000cpxD8YAI","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Beans Black Dry 24/1lb"
"Greater Boston Food Bank","Weekly Account","1.00","24.00","0.00","a0tVO00000cqA5RYAU","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Beans Black Dry 24/1lb"
"Greater Boston Food Bank","Weekly Account","2.00","24.00","0.00","a0tVO00000cq9J5YAI","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Beans Pinto Dry 24/1lb"
"Greater Boston Food Bank","Weekly Account","2.00","10.00","0.00","a0tVO00000cq2KoYAI","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Beef Ground 10/1lb"
"Boston Area Gleaners CSA","","1.00","50.00","0.00","a0tVO00000cqA8fYAE","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Celery 30ct 50lb"
"Greater Boston Food Bank","Weekly Account","1.00","13.00","0.00","a0tVO00000cq43GYAQ","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Cereal Corn Flakes 10/17.63oz"
"Greater Boston Food Bank","Weekly Account","2.00","","0.00","a0tVO00000cqABtYAM","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Chicken Chunk Breast 36/10oz"
"Greater Boston Food Bank","Weekly Account","2.00","10.00","0.00","a0tVO00000cq01IYAQ","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Chicken Ground 10/1lb"
"Greater Boston Food Bank","Weekly Account","1.00","50.00","0.00","a0tVO00000cq88aYAA","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Corn 60ct"
"Greater Boston Food Bank","Weekly Account","2.00","22.00","0.00","a0tVO00000cqALZYA2","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Eggs Medium 15/1 dozen"
"Greater Boston Food Bank","Weekly Account","5.00","15.00","0.00","a0tVO00000cqAOnYAM","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Juice Box Orange 40/6oz"
"Greater Boston Food Bank","Weekly Account","1.00","10.00","0.00","a0tVO00000cq9CcYAI","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Limes 36ct"
"Greater Boston Food Bank","Weekly Account","3.00","10.00","0.00","a0tVO00000cqAVFYA2","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Mangoes Red"
"Greater Boston Food Bank","Weekly Account","3.00","24.00","0.00","a0tVO00000cqAa5YAE","a1dVO000003SwKHYA0","9/2/2025","9/2/2025","Bulk BHCC 2025-08-11","Milk Almond Unsweetened 12/32oz"
